utc_timestamp,cet_cest_timestamp,CY_load_actual_entsoe_transparency,CY_load_forecast_entsoe_transparency,CY_wind_onshore_generation_actual,GB_GBN_load_actual_entsoe_transparency,GB_GBN_load_forecast_entsoe_transparency,GB_GBN_solar_capacity,GB_GBN_solar_generation_actual,GB_GBN_solar_profile,GB_GBN_wind_capacity,GB_GBN_wind_generation_actual,GB_GBN_wind_profile,GB_GBN_wind_offshore_capacity,GB_GBN_wind_offshore_generation_actual,GB_GBN_wind_offshore_profile,GB_GBN_wind_onshore_capacity,GB_GBN_wind_onshore_generation_actual,GB_GBN_wind_onshore_profile,GB_NIR_load_actual_entsoe_transparency,GB_NIR_load_forecast_entsoe_transparency,GB_NIR_solar_capacity,GB_NIR_wind_onshore_capacity,GB_NIR_wind_onshore_generation_actual,GB_UKM_load_actual_entsoe_transparency,GB_UKM_load_forecast_entsoe_transparency,GB_UKM_solar_capacity,GB_UKM_solar_generation_actual,GB_UKM_wind_capacity,GB_UKM_wind_generation_actual,GB_UKM_wind_offshore_capacity,GB_UKM_wind_offshore_generation_actual,GB_UKM_wind_onshore_capacity,GB_UKM_wind_onshore_generation_actual,IE_load_actual_entsoe_transparency,IE_load_forecast_entsoe_transparency,IE_wind_onshore_generation_actual,IE_sem_load_actual_entsoe_transparency,IE_sem_load_forecast_entsoe_transparency,IE_sem_price_day_ahead,IE_sem_wind_onshore_generation_actual
2014-12-31T23:00:00Z,2015-01-01T00:00:00+0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31T23:30:00Z,2015-01-01T00:30:00+0100,,,,,,2664.0000,,,11554.0000,,,4040.0000,,,7514.0000,,,,,,659.0000,,,,2664.0000,,12212.0000,,4040.0000,,8173.0000,,,,,,,,
2015-01-01T00:00:00Z,2015-01-01T01:00:00+0100,,,,,,2669.0000,,,11555.0000,,,4040.0000,,,7516.0000,,,,,,659.0000,,,,2669.0000,,12214.0000,,4040.0000,,8174.0000,,,,,,,,
2015-01-01T00:30:00Z,2015-01-01T01:30:00+0100,,,,26758.0000,32057.0000,2669.0000,,,11555.0000,,,4040.0000,,,7516.0000,,,849.0000,,,659.0000,385.3300,27607.0000,,2669.0000,,12214.0000,,4040.0000,,8174.0000,385.3300,2832.3700,3550.0000,1335.8800,3681.3700,,,1721.2100
2015-01-01T01:00:00Z,2015-01-01T02:00:00+0100,,,,27561.0000,32135.0000,2669.0000,,,11555.0000,,,4040.0000,,,7516.0000,,,797.0000,,,659.0000,385.5500,28358.0000,,2669.0000,,12214.0000,,4040.0000,,8174.0000,1050.0400,2726.2000,3403.0000,1289.6900,3523.2000,,,1675.2400
2015-01-01T01:30:00Z,2015-01-01T02:30:00+0100,,,,26770.0000,31342.0000,2669.0000,,,11555.0000,781.5800,0.0676,4040.0000,117.0900,0.0290,7516.0000,664.4900,0.0884,768.0000,,,659.0000,366.8100,27538.0000,,2669.0000,,12214.0000,1148.3900,4040.0000,117.0900,8174.0000,1031.3000,2629.7400,3262.0000,1252.3800,3397.7400,,,1619.1900
2015-01-01T02:00:00Z,2015-01-01T03:00:00+0100,,,,25318.0000,30904.0000,2669.0000,,,11555.0000,785.3200,0.0680,4040.0000,119.5800,0.0296,7516.0000,665.7400,0.0886,745.0000,,,659.0000,365.8600,26063.0000,,2669.0000,,12214.0000,1151.1800,4040.0000,119.5800,8174.0000,1031.6000,2487.6100,3113.0000,1282.5600,3232.6100,,,1648.4200
2015-01-01T02:30:00Z,2015-01-01T03:30:00+0100,,,,23625.0000,30477.0000,2669.0000,,,11555.0000,785.3200,0.0680,4040.0000,119.5800,0.0296,7516.0000,665.7400,0.0886,732.0000,,,659.0000,342.3900,24357.0000,,2669.0000,,12214.0000,1127.7100,4040.0000,119.5800,8174.0000,1008.1300,2376.8500,2982.0000,1205.8500,3108.8500,,,1548.2400
2015-01-01T03:00:00Z,2015-01-01T04:00:00+0100,,,,23145.0000,29244.0000,2669.0000,,,11555.0000,776.6400,0.0672,4040.0000,114.1000,0.0282,7516.0000,662.5400,0.0882,697.0000,,,659.0000,279.6800,23842.0000,,2669.0000,,12214.0000,1056.3200,4040.0000,114.1000,8174.0000,942.2200,2311.8400,2870.0000,1175.3800,3008.8400,,,1455.0600
2015-01-01T03:30:00Z,2015-01-01T04:30:00+0100,,,,22861.0000,27640.0000,2669.0000,,,11555.0000,776.1300,0.0672,4040.0000,115.2200,0.0285,7516.0000,660.9100,0.0879,683.0000,,,659.0000,273.8200,23544.0000,,2669.0000,,12214.0000,1049.9500,4040.0000,115.2200,8174.0000,934.7300,2239.7400,2790.0000,1148.8900,2922.7400,,,1422.7100
2015-01-01T04:00:00Z,2015-01-01T05:00:00+0100,,,,21672.0000,26426.0000,2669.0000,,,11555.0000,776.1300,0.0672,4040.0000,115.2200,0.0285,7516.0000,660.9100,0.0879,654.0000,,,659.0000,275.2300,22326.0000,,2669.0000,,12214.0000,1051.3600,4040.0000,115.2200,8174.0000,936.1400,2166.5200,2709.0000,1113.0300,2820.5200,,,1388.2600
2015-01-01T04:30:00Z,2015-01-01T05:30:00+0100,,,,21992.0000,25529.0000,2669.0000,,,11555.0000,769.1700,0.0666,4040.0000,111.8700,0.0277,7516.0000,657.3000,0.0875,634.0000,,,659.0000,275.1300,22626.0000,,2669.0000,,12214.0000,1044.3000,4040.0000,111.8700,8174.0000,932.4300,2179.9300,2636.0000,1249.9900,2813.9300,,,1525.1200
2015-01-01T05:00:00Z,2015-01-01T06:00:00+0100,,,,21733.0000,24662.0000,2669.0000,,,11555.0000,769.1700,0.0666,4040.0000,111.8700,0.0277,7516.0000,657.3000,0.0875,614.0000,,,659.0000,266.6800,22347.0000,,2669.0000,,12214.0000,1035.8500,4040.0000,111.8700,8174.0000,923.9800,2139.6900,2580.0000,1284.7500,2753.6900,,,1551.4300
2015-01-01T05:30:00Z,2015-01-01T06:30:00+0100,,,,20634.0000,24628.0000,2669.0000,,,11555.0000,761.9900,0.0659,4040.0000,106.8800,0.0265,7516.0000,655.1100,0.0872,602.0000,,,659.0000,273.7800,21236.0000,,2669.0000,,12214.0000,1035.7700,4040.0000,106.8800,8174.0000,928.8900,2131.7200,2559.0000,1341.6200,2733.7200,,,1615.4000
2015-01-01T06:00:00Z,2015-01-01T07:00:00+0100,,,,20629.0000,24982.0000,2669.0000,,,11555.0000,761.9900,0.0659,4040.0000,106.8800,0.0265,7516.0000,655.1100,0.0872,600.0000,,,659.0000,281.5800,21229.0000,,2669.0000,,12214.0000,1043.5700,4040.0000,106.8800,8174.0000,936.6900,2154.6700,2552.0000,1465.6800,2754.6700,,,1747.2600
2015-01-01T06:30:00Z,2015-01-01T07:30:00+0100,,,,21039.0000,25209.0000,2669.0000,,,11555.0000,764.9500,0.0662,4040.0000,104.8700,0.0260,7516.0000,660.0800,0.0878,599.0000,,,659.0000,289.8700,21638.0000,,2669.0000,,12214.0000,1054.8200,4040.0000,104.8700,8174.0000,949.9500,2177.5500,2548.0000,1501.5700,2776.5500,,31.9100,1791.4400
2015-01-01T07:00:00Z,2015-01-01T08:00:00+0100,,,,21439.0000,25451.0000,2669.0000,,,11555.0000,764.9500,0.0662,4040.0000,104.8700,0.0260,7516.0000,660.0800,0.0878,607.0000,,,659.0000,279.0600,22046.0000,,2669.0000,,12214.0000,1044.0100,4040.0000,104.8700,8174.0000,939.1400,2197.7800,2564.0000,1520.8500,2804.7800,,29.5700,1799.9100
2015-01-01T07:30:00Z,2015-01-01T08:30:00+0100,,,,22342.0000,25616.0000,2669.0000,,,11555.0000,792.0000,0.0685,4040.0000,116.7500,0.0289,7516.0000,675.2500,0.0898,616.0000,,,659.0000,294.8500,22958.0000,,2669.0000,,12214.0000,1086.8500,4040.0000,116.7500,8174.0000,970.1000,2232.0500,2567.0000,1528.3100,2848.0500,,29.5700,1823.1600
2015-01-01T08:00:00Z,2015-01-01T09:00:00+0100,,,,22334.0000,26182.0000,2669.0000,,,11555.0000,820.3400,0.0710,4040.0000,127.4200,0.0315,7516.0000,692.9200,0.0922,635.0000,,,659.0000,304.5700,22969.0000,,2669.0000,,12214.0000,1124.9100,4040.0000,127.4200,8174.0000,997.4900,2246.2100,2529.0000,1532.5300,2881.2100,,29.5700,1837.1000
2015-01-01T08:30:00Z,2015-01-01T09:30:00+0100,,,,23940.0000,27310.0000,2669.0000,,,11555.0000,820.3400,0.0710,4040.0000,127.4200,0.0315,7516.0000,692.9200,0.0922,660.0000,,,659.0000,290.8900,24600.0000,,2669.0000,,12214.0000,1111.2300,4040.0000,127.4200,8174.0000,983.8100,2228.6300,2501.0000,1405.5500,2888.6300,,29.5700,1696.4400
2015-01-01T09:00:00Z,2015-01-01T10:00:00+0100,,,,25088.0000,28898.0000,2669.0000,,,11555.0000,835.6700,0.0723,4040.0000,133.8800,0.0331,7516.0000,701.7900,0.0934,663.0000,,,659.0000,290.6500,25751.0000,,2669.0000,,12214.0000,1126.3200,4040.0000,133.8800,8174.0000,992.4400,2256.0100,2535.0000,1411.9700,2919.0100,,29.5700,1702.6200
2015-01-01T09:30:00Z,2015-01-01T10:30:00+0100,,,,25323.0000,30606.0000,2669.0000,13.0000,0.0049,11555.0000,835.6700,0.0723,4040.0000,133.8800,0.0331,7516.0000,701.7900,0.0934,673.0000,,,659.0000,285.0000,25996.0000,,2669.0000,13.0000,12214.0000,1120.6700,4040.0000,133.8800,8174.0000,986.7900,2366.8600,2661.0000,1416.1300,3039.8600,,29.6900,1701.1300
2015-01-01T10:00:00Z,2015-01-01T11:00:00+0100,,,,26914.0000,32471.0000,2669.0000,65.0000,0.0244,11555.0000,878.6300,0.0760,4040.0000,142.1100,0.0352,7516.0000,736.5200,0.0980,688.0000,,,659.0000,328.6900,27602.0000,,2669.0000,65.0000,12214.0000,1207.3200,4040.0000,142.1100,8174.0000,1065.2100,2507.6300,2816.0000,1434.2500,3195.6300,,33.0900,1762.9400
2015-01-01T10:30:00Z,2015-01-01T11:30:00+0100,,,,27531.0000,33905.0000,2669.0000,61.0000,0.0229,11555.0000,878.6300,0.0760,4040.0000,142.1100,0.0352,7516.0000,736.5200,0.0980,730.0000,,,659.0000,355.9200,28261.0000,,2669.0000,61.0000,12214.0000,1234.5500,4040.0000,142.1100,8174.0000,1092.4400,2663.9900,3002.0000,1634.3300,3393.9900,,32.4300,1990.2500
2015-01-01T11:00:00Z,2015-01-01T12:00:00+0100,,,,28541.0000,35248.0000,2669.0000,56.0000,0.0210,11555.0000,878.6300,0.0760,4040.0000,142.1100,0.0352,7516.0000,736.5200,0.0980,784.0000,,,659.0000,355.8700,29325.0000,,2669.0000,56.0000,12214.0000,1234.5000,4040.0000,142.1100,8174.0000,1092.3900,2792.2100,3159.0000,1629.6500,3576.2100,,33.2700,1985.5200
2015-01-01T11:30:00Z,2015-01-01T12:30:00+0100,,,,29556.0000,36426.0000,2669.0000,52.0000,0.0195,11555.0000,920.0800,0.0796,4040.0000,150.6600,0.0373,7516.0000,769.4200,0.1024,842.0000,,,659.0000,356.4100,30398.0000,,2669.0000,52.0000,12214.0000,1276.4900,4040.0000,150.6600,8174.0000,1125.8300,2937.3300,3330.0000,1733.7300,3779.3300,,36.6500,2090.1400
2015-01-01T12:00:00Z,2015-01-01T13:00:00+0100,,,,30856.0000,37457.0000,2669.0000,48.0000,0.0180,11555.0000,958.4000,0.0829,4040.0000,157.3100,0.0389,7516.0000,801.0900,0.1066,896.0000,,,659.0000,364.4100,31752.0000,,2669.0000,48.0000,12214.0000,1322.8100,4040.0000,157.3100,8174.0000,1165.5000,3059.2800,3463.0000,1766.1900,3955.2800,,42.2400,2130.6000
2015-01-01T12:30:00Z,2015-01-01T13:30:00+0100,,,,31587.0000,37514.0000,2669.0000,43.0000,0.0161,11555.0000,958.4000,0.0829,4040.0000,157.3100,0.0389,7516.0000,801.0900,0.1066,949.0000,,,659.0000,355.5900,32536.0000,,2669.0000,43.0000,12214.0000,1313.9900,4040.0000,157.3100,8174.0000,1156.6800,3174.1700,3594.0000,1765.7200,4123.1700,,36.8500,2121.3100
2015-01-01T13:00:00Z,2015-01-01T14:00:00+0100,,,,32087.0000,37460.0000,2669.0000,39.0000,0.0146,11555.0000,989.1300,0.0856,4040.0000,161.2500,0.0399,7516.0000,827.8800,0.1101,1009.0000,,,659.0000,348.8100,33096.0000,,2669.0000,39.0000,12214.0000,1337.9400,4040.0000,161.2500,8174.0000,1176.6900,3252.4900,3672.0000,1838.0500,4261.4900,,34.9100,2186.8600
2015-01-01T13:30:00Z,2015-01-01T14:30:00+0100,,,,32291.0000,37274.0000,2669.0000,35.0000,0.0131,11555.0000,989.1300,0.0856,4040.0000,161.2500,0.0399,7516.0000,827.8800,0.1101,1053.0000,,,659.0000,378.8100,33344.0000,,2669.0000,35.0000,12214.0000,1367.9400,4040.0000,161.2500,8174.0000,1206.6900,3218.0100,3678.0000,1741.0900,4271.0100,,32.9000,2119.9000
2015-01-01T14:00:00Z,2015-01-01T15:00:00+0100,,,,32135.0000,37082.0000,2669.0000,30.0000,0.0112,11555.0000,1004.1700,0.0869,4040.0000,165.0100,0.0408,7516.0000,839.1600,0.1116,1077.0000,,,659.0000,381.5300,33212.0000,,2669.0000,30.0000,12214.0000,1385.7000,4040.0000,165.0100,8174.0000,1220.6900,3173.6900,3635.0000,1718.8700,4250.6900,,32.4800,2100.4000
2015-01-01T14:30:00Z,2015-01-01T15:30:00+0100,,,,32174.0000,37040.0000,2669.0000,26.0000,0.0097,11555.0000,1004.1700,0.0869,4040.0000,165.0100,0.0408,7516.0000,839.1600,0.1116,1072.0000,,,659.0000,378.6300,33246.0000,,2669.0000,26.0000,12214.0000,1382.8000,4040.0000,165.0100,8174.0000,1217.7900,3135.9800,3624.0000,1655.8300,4207.9800,,32.5100,2034.4600
2015-01-01T15:00:00Z,2015-01-01T16:00:00+0100,,,,32308.0000,37374.0000,2669.0000,103.0000,0.0386,11555.0000,1008.6300,0.0873,4040.0000,158.5800,0.0393,7516.0000,850.0500,0.1131,1061.0000,,,659.0000,351.1900,33369.0000,,2669.0000,103.0000,12214.0000,1359.8200,4040.0000,158.5800,8174.0000,1201.2400,3125.2300,3593.0000,1627.6800,4186.2300,,30.9800,1978.8700
2015-01-01T15:30:00Z,2015-01-01T16:30:00+0100,,,,32636.0000,38528.0000,2669.0000,82.0000,0.0307,11555.0000,1016.0000,0.0879,4040.0000,162.2600,0.0402,7516.0000,853.7400,0.1136,1047.0000,,,659.0000,350.2900,33683.0000,,2669.0000,82.0000,12214.0000,1366.2900,4040.0000,162.2600,8174.0000,1204.0300,3117.7000,3589.0000,1633.4900,4164.7000,,32.4100,1983.7800
2015-01-01T16:00:00Z,2015-01-01T17:00:00+0100,,,,33300.0000,40091.0000,2669.0000,62.0000,0.0232,11555.0000,1020.8700,0.0883,4040.0000,167.8300,0.0415,7516.0000,853.0400,0.1135,1044.0000,,,659.0000,396.2100,34344.0000,,2669.0000,62.0000,12214.0000,1417.0800,4040.0000,167.8300,8174.0000,1249.2500,3165.3700,3638.0000,1800.4000,4209.3700,,34.3600,2196.6100
2015-01-01T16:30:00Z,2015-01-01T17:30:00+0100,,,,34902.0000,41138.0000,2669.0000,41.0000,0.0154,11555.0000,1020.8700,0.0883,4040.0000,167.8300,0.0415,7516.0000,853.0400,0.1135,1033.0000,,,659.0000,437.3900,35935.0000,,2669.0000,41.0000,12214.0000,1458.2600,4040.0000,167.8300,8174.0000,1290.4300,3293.1100,3819.0000,1870.2600,4326.1100,,37.7000,2307.6500
2015-01-01T17:00:00Z,2015-01-01T18:00:00+0100,,,,35917.0000,41565.0000,2669.0000,0.0000,0.0000,11555.0000,1020.8700,0.0883,4040.0000,167.8300,0.0415,7516.0000,853.0400,0.1135,1067.0000,,,659.0000,395.7700,36984.0000,,2669.0000,0.0000,12214.0000,1416.6400,4040.0000,167.8300,8174.0000,1248.8100,3453.8000,4095.0000,1837.4200,4520.8000,,72.4300,2233.1900
2015-01-01T17:30:00Z,2015-01-01T18:30:00+0100,,,,36176.0000,41052.0000,2669.0000,0.0000,0.0000,11555.0000,1030.2400,0.0892,4040.0000,175.5100,0.0434,7516.0000,854.7300,0.1137,1153.0000,,,659.0000,382.8800,37329.0000,,2669.0000,0.0000,12214.0000,1413.1200,4040.0000,175.5100,8174.0000,1237.6100,3526.6900,4215.0000,1843.2100,4679.6900,,73.1600,2226.0900
2015-01-01T18:00:00Z,2015-01-01T19:00:00+0100,,,,35738.0000,40289.0000,2669.0000,0.0000,0.0000,11555.0000,1030.2400,0.0892,4040.0000,175.5100,0.0434,7516.0000,854.7300,0.1137,1222.0000,,,659.0000,356.8000,36960.0000,,2669.0000,0.0000,12214.0000,1387.0400,4040.0000,175.5100,8174.0000,1211.5300,3506.0600,4238.0000,1832.5200,4728.0600,,94.0700,2189.3200
2015-01-01T18:30:00Z,2015-01-01T19:30:00+0100,,,,35292.0000,39552.0000,2669.0000,0.0000,0.0000,11555.0000,1033.1000,0.0894,4040.0000,181.4800,0.0449,7516.0000,851.6200,0.1133,1226.0000,,,659.0000,356.5100,36518.0000,,2669.0000,0.0000,12214.0000,1389.6100,4040.0000,181.4800,8174.0000,1208.1300,3452.4800,4178.0000,1798.1900,4678.4800,,69.2200,2154.7000
2015-01-01T19:00:00Z,2015-01-01T20:00:00+0100,,,,34887.0000,38847.0000,2669.0000,0.0000,0.0000,11555.0000,1053.1700,0.0911,4040.0000,183.8800,0.0455,7516.0000,869.2900,0.1157,1193.0000,,,659.0000,359.0600,36080.0000,,2669.0000,0.0000,12214.0000,1412.2300,4040.0000,183.8800,8174.0000,1228.3500,3405.4900,4114.0000,1779.1700,4598.4900,,69.0600,2138.2300
2015-01-01T19:30:00Z,2015-01-01T20:30:00+0100,,,,33992.0000,38204.0000,2669.0000,0.0000,0.0000,11555.0000,1053.1700,0.0911,4040.0000,183.8800,0.0455,7516.0000,869.2900,0.1157,1147.0000,,,659.0000,353.8200,35139.0000,,2669.0000,0.0000,12214.0000,1406.9900,4040.0000,183.8800,8174.0000,1223.1100,3328.1000,4043.0000,1772.9300,4475.1000,,69.1600,2126.7500
2015-01-01T20:00:00Z,2015-01-01T21:00:00+0100,,,,33014.0000,37186.0000,2669.0000,0.0000,0.0000,11555.0000,1066.2900,0.0923,4040.0000,182.7500,0.0452,7516.0000,883.5400,0.1176,1107.0000,,,659.0000,352.6000,34121.0000,,2669.0000,0.0000,12214.0000,1418.8900,4040.0000,182.7500,8174.0000,1236.1400,3266.4400,3960.0000,1795.2400,4373.4400,,68.8000,2147.8400
2015-01-01T20:30:00Z,2015-01-01T21:30:00+0100,,,,32143.0000,36263.0000,2669.0000,0.0000,0.0000,11555.0000,1066.2900,0.0923,4040.0000,182.7500,0.0452,7516.0000,883.5400,0.1176,1089.0000,,,659.0000,347.4800,33232.0000,,2669.0000,0.0000,12214.0000,1413.7700,4040.0000,182.7500,8174.0000,1231.0200,3177.4300,3885.0000,1741.0100,4266.4300,,69.0200,2088.4900
2015-01-01T21:00:00Z,2015-01-01T22:00:00+0100,,,,30662.0000,34908.0000,2669.0000,0.0000,0.0000,11555.0000,1059.3000,0.0917,4040.0000,175.0900,0.0433,7516.0000,884.2100,0.1176,1059.0000,,,659.0000,350.0000,31721.0000,,2669.0000,0.0000,12214.0000,1409.3000,4040.0000,175.0900,8174.0000,1234.2100,3124.3300,3807.0000,1732.8900,4183.3300,,105.0000,2082.8900
2015-01-01T21:30:00Z,2015-01-01T22:30:00+0100,,,,29910.0000,32884.0000,2669.0000,0.0000,0.0000,11555.0000,1060.4100,0.0918,4040.0000,176.3700,0.0437,7516.0000,884.0400,0.1176,1024.0000,,,659.0000,340.3100,30934.0000,,2669.0000,0.0000,12214.0000,1400.7200,4040.0000,176.3700,8174.0000,1224.3500,3063.3400,3744.0000,1761.8400,4087.3400,,81.3400,2102.1500
2015-01-01T22:00:00Z,2015-01-01T23:00:00+0100,,,,28890.0000,31431.0000,2669.0000,0.0000,0.0000,11555.0000,1078.8600,0.0934,4040.0000,177.7700,0.0440,7516.0000,901.0900,0.1199,1000.0000,,,659.0000,441.3200,29890.0000,,2669.0000,0.0000,12214.0000,1520.1800,4040.0000,177.7700,8174.0000,1342.4100,2946.6600,3621.0000,1637.4600,3946.6600,,68.7800,2078.7800
2015-01-01T22:30:00Z,2015-01-01T23:30:00+0100,,,,29031.0000,29675.0000,2669.0000,0.0000,0.0000,11555.0000,1078.8600,0.0934,4040.0000,177.7700,0.0440,7516.0000,901.0900,0.1199,960.0000,,,659.0000,471.1100,29991.0000,,2669.0000,0.0000,12214.0000,1549.9700,4040.0000,177.7700,8174.0000,1372.2000,2887.7000,3495.0000,1567.2800,3847.7000,,71.3100,2038.3900
2015-01-01T23:00:00Z,2015-01-02T00:00:00+0100,,,,28307.0000,27708.0000,2669.0000,0.0000,0.0000,11555.0000,1078.8600,0.0934,4040.0000,177.7700,0.0440,7516.0000,901.0900,0.1199,938.0000,,,659.0000,466.8900,29245.0000,,2669.0000,0.0000,12214.0000,1545.7500,4040.0000,177.7700,8174.0000,1367.9800,2885.3400,3518.0000,1553.9800,3823.3400,,72.5500,2020.8700
2015-01-01T23:30:00Z,2015-01-02T00:30:00+0100,,,,26878.0000,27796.0000,2669.0000,0.0000,0.0000,11555.0000,0.0000,0.0000,4040.0000,0.0000,0.0000,7516.0000,0.0000,0.0000,920.0000,,,659.0000,476.0400,27798.0000,,2669.0000,0.0000,12214.0000,476.0400,4040.0000,0.0000,8174.0000,476.0400,2911.9600,3600.0000,1610.2600,3831.9600,,72.1100,2086.3000
2015-01-02T00:00:00Z,2015-01-02T01:00:00+0100,,,,25521.0000,29169.0000,2682.0000,0.0000,0.0000,11556.0000,0.0000,0.0000,4040.0000,0.0000,0.0000,7517.0000,0.0000,0.0000,850.0000,,,659.0000,466.2000,26371.0000,,2682.0000,0.0000,12216.0000,466.2000,4040.0000,0.0000,8176.0000,466.2000,2794.1000,3633.0000,1592.7000,3644.1000,,138.9700,2058.9000
2015-01-02T00:30:00Z,2015-01-02T01:30:00+0100,,,,24713.0000,28026.0000,2682.0000,0.0000,0.0000,11556.0000,0.0000,0.0000,4040.0000,0.0000,0.0000,7517.0000,0.0000,0.0000,795.0000,,,659.0000,440.7200,25508.0000,,2682.0000,0.0000,12216.0000,440.7200,4040.0000,0.0000,8176.0000,440.7200,2683.1400,3470.0000,1605.8000,3478.1400,,70.7200,2046.5200
2015-01-02T01:00:00Z,2015-01-02T02:00:00+0100,,,,24630.0000,27979.0000,2682.0000,0.0000,0.0000,11556.0000,1100.1900,0.0952,4040.0000,179.2100,0.0444,7517.0000,920.9800,0.1225,746.0000,,,659.0000,447.4700,25376.0000,,2682.0000,0.0000,12216.0000,1547.6600,4040.0000,179.2100,8176.0000,1368.4500,2532.3900,3283.0000,1496.1200,3278.3900,,74.7800,1943.5900
2015-01-02T01:30:00Z,2015-01-02T02:30:00+0100,,,,24151.0000,27536.0000,2682.0000,0.0000,0.0000,11556.0000,1100.1900,0.0952,4040.0000,179.2100,0.0444,7517.0000,920.9800,0.1225,704.0000,,,659.0000,447.3600,24855.0000,,2682.0000,0.0000,12216.0000,1547.5500,4040.0000,179.2100,8176.0000,1368.3400,2418.8300,3122.0000,1479.0000,3122.8300,,72.1300,1926.3600
2015-01-02T02:00:00Z,2015-01-02T03:00:00+0100,,,,22990.0000,27433.0000,2682.0000,0.0000,0.0000,11556.0000,1100.1900,0.0952,4040.0000,179.2100,0.0444,7517.0000,920.9800,0.1225,670.0000,,,659.0000,483.3800,23660.0000,,2682.0000,0.0000,12216.0000,1583.5700,4040.0000,179.2100,8176.0000,1404.3600,2325.5200,2983.0000,1403.9800,2995.5200,,72.9900,1887.3600
2015-01-02T02:30:00Z,2015-01-02T03:30:00+0100,,,,22499.0000,27443.0000,2682.0000,0.0000,0.0000,11556.0000,1084.0400,0.0938,4040.0000,176.4800,0.0437,7517.0000,907.5600,0.1207,682.0000,,,659.0000,417.7100,23181.0000,,2682.0000,0.0000,12216.0000,1501.7500,4040.0000,176.4800,8176.0000,1325.2700,2251.3400,2875.0000,1317.3100,2933.3400,,76.0100,1735.0200
2015-01-02T03:00:00Z,2015-01-02T04:00:00+0100,,,,22562.0000,26656.0000,2682.0000,0.0000,0.0000,11556.0000,1056.2900,0.0914,4040.0000,172.5700,0.0427,7517.0000,883.7200,0.1176,652.0000,,,659.0000,450.0500,23214.0000,,2682.0000,0.0000,12216.0000,1506.3400,4040.0000,172.5700,8176.0000,1333.7700,2211.8000,2787.0000,1385.6500,2863.8000,,78.7900,1835.7000
2015-01-02T03:30:00Z,2015-01-02T04:30:00+0100,,,,22260.0000,25777.0000,2682.0000,0.0000,0.0000,11556.0000,1056.2900,0.0914,4040.0000,172.5700,0.0427,7517.0000,883.7200,0.1176,637.0000,,,659.0000,398.2400,22897.0000,,2682.0000,0.0000,12216.0000,1454.5300,4040.0000,172.5700,8176.0000,1281.9600,2149.2300,2724.0000,1348.0200,2786.2300,,84.7900,1746.2600
2015-01-02T04:00:00Z,2015-01-02T05:00:00+0100,,,,21471.0000,25288.0000,2682.0000,0.0000,0.0000,11556.0000,1056.2900,0.0914,4040.0000,172.5700,0.0427,7517.0000,883.7200,0.1176,617.0000,,,659.0000,434.3300,22088.0000,,2682.0000,0.0000,12216.0000,1490.6200,4040.0000,172.5700,8176.0000,1318.0500,2135.2800,2696.0000,1290.7800,2752.2800,,84.7900,1725.1100
2015-01-02T04:30:00Z,2015-01-02T05:30:00+0100,,,,21499.0000,25348.0000,2682.0000,0.0000,0.0000,11556.0000,1038.1200,0.0898,4040.0000,170.1800,0.0421,7517.0000,867.9400,0.1155,612.0000,,,659.0000,408.9300,22111.0000,,2682.0000,0.0000,12216.0000,1447.0500,4040.0000,170.1800,8176.0000,1276.8700,2112.5300,2649.0000,1261.5600,2724.5300,,84.7900,1670.4900
2015-01-02T05:00:00Z,2015-01-02T06:00:00+0100,,,,21437.0000,25820.0000,2682.0000,0.0000,0.0000,11556.0000,1038.1200,0.0898,4040.0000,170.1800,0.0421,7517.0000,867.9400,0.1155,603.0000,,,659.0000,405.5400,22040.0000,,2682.0000,0.0000,12216.0000,1443.6600,4040.0000,170.1800,8176.0000,1273.4800,2137.3200,2626.0000,1297.2100,2740.3200,,84.7900,1702.7500
2015-01-02T05:30:00Z,2015-01-02T06:30:00+0100,,,,22248.0000,27301.0000,2682.0000,0.0000,0.0000,11556.0000,1027.1900,0.0889,4040.0000,168.7100,0.0418,7517.0000,858.4800,0.1142,601.0000,,,659.0000,401.6000,22849.0000,,2682.0000,0.0000,12216.0000,1428.7900,4040.0000,168.7100,8176.0000,1260.0800,2149.2100,2623.0000,1303.8400,2750.2100,,80.6100,1705.4400
2015-01-02T06:00:00Z,2015-01-02T07:00:00+0100,,,,23403.0000,29380.0000,2682.0000,0.0000,0.0000,11556.0000,1014.7400,0.0878,4040.0000,167.9000,0.0416,7517.0000,846.8400,0.1127,611.0000,,,659.0000,390.8800,24014.0000,,2682.0000,0.0000,12216.0000,1405.6200,4040.0000,167.9000,8176.0000,1237.7200,2184.6400,2653.0000,1244.4800,2795.6400,,26.3700,1635.3600
2015-01-02T06:30:00Z,2015-01-02T07:30:00+0100,,,,24449.0000,31508.0000,2682.0000,0.0000,0.0000,11556.0000,1014.7400,0.0878,4040.0000,167.9000,0.0416,7517.0000,846.8400,0.1127,613.0000,,,659.0000,375.3300,25062.0000,,2682.0000,0.0000,12216.0000,1390.0700,4040.0000,167.9000,8176.0000,1222.1700,2277.7000,2733.0000,1195.1800,2890.7000,,26.3300,1570.5100
