"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"28/08/2026 18:45:00 - 28/08/2026 19:00:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 19:00:00 - 28/08/2026 19:15:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 19:15:00 - 28/08/2026 19:30:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 19:30:00 - 28/08/2026 19:45:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 19:45:00 - 28/08/2026 20:00:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 20:00:00 - 28/08/2026 20:15:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 20:15:00 - 28/08/2026 20:30:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 20:30:00 - 28/08/2026 20:45:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 20:45:00 - 28/08/2026 21:00:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 21:00:00 - 28/08/2026 21:15:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 21:15:00 - 28/08/2026 21:30:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 21:30:00 - 28/08/2026 21:45:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 21:45:00 - 28/08/2026 22:00:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 22:00:00 - 28/08/2026 22:15:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 22:15:00 - 28/08/2026 22:30:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 22:30:00 - 28/08/2026 22:45:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 22:45:00 - 28/08/2026 23:00:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 23:00:00 - 28/08/2026 23:15:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 23:15:00 - 28/08/2026 23:30:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 23:30:00 - 28/08/2026 23:45:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 23:45:00 - 29/08/2026 00:00:00","BZN|IT-South","Fossil Brown coal/Lignite","n/e"
"28/08/2026 00:00:00 - 28/08/2026 00:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 00:15:00 - 28/08/2026 00:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 00:30:00 - 28/08/2026 00:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 00:45:00 - 28/08/2026 01:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 01:00:00 - 28/08/2026 01:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 01:15:00 - 28/08/2026 01:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 01:30:00 - 28/08/2026 01:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 01:45:00 - 28/08/2026 02:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 02:00:00 - 28/08/2026 02:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 02:15:00 - 28/08/2026 02:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 02:30:00 - 28/08/2026 02:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 02:45:00 - 28/08/2026 03:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 03:00:00 - 28/08/2026 03:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 03:15:00 - 28/08/2026 03:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 03:30:00 - 28/08/2026 03:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 03:45:00 - 28/08/2026 04:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 04:00:00 - 28/08/2026 04:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 04:15:00 - 28/08/2026 04:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 04:30:00 - 28/08/2026 04:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 04:45:00 - 28/08/2026 05:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 05:00:00 - 28/08/2026 05:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 05:15:00 - 28/08/2026 05:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 05:30:00 - 28/08/2026 05:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 05:45:00 - 28/08/2026 06:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 06:00:00 - 28/08/2026 06:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 06:15:00 - 28/08/2026 06:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 06:30:00 - 28/08/2026 06:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 06:45:00 - 28/08/2026 07:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 07:00:00 - 28/08/2026 07:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 07:15:00 - 28/08/2026 07:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 07:30:00 - 28/08/2026 07:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 07:45:00 - 28/08/2026 08:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 08:00:00 - 28/08/2026 08:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 08:15:00 - 28/08/2026 08:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 08:30:00 - 28/08/2026 08:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 08:45:00 - 28/08/2026 09:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 09:00:00 - 28/08/2026 09:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 09:15:00 - 28/08/2026 09:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 09:30:00 - 28/08/2026 09:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 09:45:00 - 28/08/2026 10:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 10:00:00 - 28/08/2026 10:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 10:15:00 - 28/08/2026 10:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 10:30:00 - 28/08/2026 10:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 10:45:00 - 28/08/2026 11:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 11:00:00 - 28/08/2026 11:15:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 11:15:00 - 28/08/2026 11:30:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 11:30:00 - 28/08/2026 11:45:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 11:45:00 - 28/08/2026 12:00:00","BZN|IT-South","Fossil Coal-derived gas","0.00"
"28/08/2026 12:00:00 - 28/08/2026 12:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 12:15:00 - 28/08/2026 12:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 12:30:00 - 28/08/2026 12:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 12:45:00 - 28/08/2026 13:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 13:00:00 - 28/08/2026 13:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 13:15:00 - 28/08/2026 13:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 13:30:00 - 28/08/2026 13:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 13:45:00 - 28/08/2026 14:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 14:00:00 - 28/08/2026 14:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 14:15:00 - 28/08/2026 14:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 14:30:00 - 28/08/2026 14:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 14:45:00 - 28/08/2026 15:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 15:00:00 - 28/08/2026 15:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 15:15:00 - 28/08/2026 15:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 15:30:00 - 28/08/2026 15:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 15:45:00 - 28/08/2026 16:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 16:00:00 - 28/08/2026 16:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 16:15:00 - 28/08/2026 16:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 16:30:00 - 28/08/2026 16:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 16:45:00 - 28/08/2026 17:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 17:00:00 - 28/08/2026 17:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 17:15:00 - 28/08/2026 17:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 17:30:00 - 28/08/2026 17:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 17:45:00 - 28/08/2026 18:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 18:00:00 - 28/08/2026 18:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 18:15:00 - 28/08/2026 18:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 18:30:00 - 28/08/2026 18:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 18:45:00 - 28/08/2026 19:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 19:00:00 - 28/08/2026 19:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 19:15:00 - 28/08/2026 19:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 19:30:00 - 28/08/2026 19:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 19:45:00 - 28/08/2026 20:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 20:00:00 - 28/08/2026 20:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 20:15:00 - 28/08/2026 20:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 20:30:00 - 28/08/2026 20:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 20:45:00 - 28/08/2026 21:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 21:00:00 - 28/08/2026 21:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 21:15:00 - 28/08/2026 21:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 21:30:00 - 28/08/2026 21:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 21:45:00 - 28/08/2026 22:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 22:00:00 - 28/08/2026 22:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 22:15:00 - 28/08/2026 22:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 22:30:00 - 28/08/2026 22:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 22:45:00 - 28/08/2026 23:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 23:00:00 - 28/08/2026 23:15:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 23:15:00 - 28/08/2026 23:30:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 23:30:00 - 28/08/2026 23:45:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 23:45:00 - 29/08/2026 00:00:00","BZN|IT-South","Fossil Coal-derived gas","-"
"28/08/2026 00:00:00 - 28/08/2026 00:15:00","BZN|IT-South","Fossil Gas","2582.00"
"28/08/2026 00:15:00 - 28/08/2026 00:30:00","BZN|IT-South","Fossil Gas","2556.00"
"28/08/2026 00:30:00 - 28/08/2026 00:45:00","BZN|IT-South","Fossil Gas","2487.00"
"28/08/2026 00:45:00 - 28/08/2026 01:00:00","BZN|IT-South","Fossil Gas","1982.00"
"28/08/2026 01:00:00 - 28/08/2026 01:15:00","BZN|IT-South","Fossil Gas","1949.00"
"28/08/2026 01:15:00 - 28/08/2026 01:30:00","BZN|IT-South","Fossil Gas","1927.00"
"28/08/2026 01:30:00 - 28/08/2026 01:45:00","BZN|IT-South","Fossil Gas","1932.00"
"28/08/2026 01:45:00 - 28/08/2026 02:00:00","BZN|IT-South","Fossil Gas","1940.00"
"28/08/2026 02:00:00 - 28/08/2026 02:15:00","BZN|IT-South","Fossil Gas","1992.00"
"28/08/2026 02:15:00 - 28/08/2026 02:30:00","BZN|IT-South","Fossil Gas","1997.00"
"28/08/2026 02:30:00 - 28/08/2026 02:45:00","BZN|IT-South","Fossil Gas","2143.00"
"28/08/2026 02:45:00 - 28/08/2026 03:00:00","BZN|IT-South","Fossil Gas","2061.00"
"28/08/2026 03:00:00 - 28/08/2026 03:15:00","BZN|IT-South","Fossil Gas","2104.00"
"28/08/2026 03:15:00 - 28/08/2026 03:30:00","BZN|IT-South","Fossil Gas","2145.00"
"28/08/2026 03:30:00 - 28/08/2026 03:45:00","BZN|IT-South","Fossil Gas","2170.00"
"28/08/2026 03:45:00 - 28/08/2026 04:00:00","BZN|IT-South","Fossil Gas","2289.00"
"28/08/2026 04:00:00 - 28/08/2026 04:15:00","BZN|IT-South","Fossil Gas","2284.00"
"28/08/2026 04:15:00 - 28/08/2026 04:30:00","BZN|IT-South","Fossil Gas","2267.00"
"28/08/2026 04:30:00 - 28/08/2026 04:45:00","BZN|IT-South","Fossil Gas","2273.00"
"28/08/2026 04:45:00 - 28/08/2026 05:00:00","BZN|IT-South","Fossil Gas","2318.00"
"28/08/2026 05:00:00 - 28/08/2026 05:15:00","BZN|IT-South","Fossil Gas","2360.00"
"28/08/2026 05:15:00 - 28/08/2026 05:30:00","BZN|IT-South","Fossil Gas","2419.00"
"28/08/2026 05:30:00 - 28/08/2026 05:45:00","BZN|IT-South","Fossil Gas","2372.00"
"28/08/2026 05:45:00 - 28/08/2026 06:00:00","BZN|IT-South","Fossil Gas","2299.00"
"28/08/2026 06:00:00 - 28/08/2026 06:15:00","BZN|IT-South","Fossil Gas","2373.00"
"28/08/2026 06:15:00 - 28/08/2026 06:30:00","BZN|IT-South","Fossil Gas","2428.00"
"28/08/2026 06:30:00 - 28/08/2026 06:45:00","BZN|IT-South","Fossil Gas","2425.00"
"28/08/2026 06:45:00 - 28/08/2026 07:00:00","BZN|IT-South","Fossil Gas","2304.00"
"28/08/2026 07:00:00 - 28/08/2026 07:15:00","BZN|IT-South","Fossil Gas","2418.00"
"28/08/2026 07:15:00 - 28/08/2026 07:30:00","BZN|IT-South","Fossil Gas","2423.00"
"28/08/2026 07:30:00 - 28/08/2026 07:45:00","BZN|IT-South","Fossil Gas","2391.00"
"28/08/2026 07:45:00 - 28/08/2026 08:00:00","BZN|IT-South","Fossil Gas","2332.00"
"28/08/2026 08:00:00 - 28/08/2026 08:15:00","BZN|IT-South","Fossil Gas","2389.00"
"28/08/2026 08:15:00 - 28/08/2026 08:30:00","BZN|IT-South","Fossil Gas","2377.00"
"28/08/2026 08:30:00 - 28/08/2026 08:45:00","BZN|IT-South","Fossil Gas","2315.00"
"28/08/2026 08:45:00 - 28/08/2026 09:00:00","BZN|IT-South","Fossil Gas","2281.00"
"28/08/2026 09:00:00 - 28/08/2026 09:15:00","BZN|IT-South","Fossil Gas","2318.00"
"28/08/2026 09:15:00 - 28/08/2026 09:30:00","BZN|IT-South","Fossil Gas","2328.00"
"28/08/2026 09:30:00 - 28/08/2026 09:45:00","BZN|IT-South","Fossil Gas","2252.00"
"28/08/2026 09:45:00 - 28/08/2026 10:00:00","BZN|IT-South","Fossil Gas","2272.00"
"28/08/2026 10:00:00 - 28/08/2026 10:15:00","BZN|IT-South","Fossil Gas","2161.00"
"28/08/2026 10:15:00 - 28/08/2026 10:30:00","BZN|IT-South","Fossil Gas","2061.00"
"28/08/2026 10:30:00 - 28/08/2026 10:45:00","BZN|IT-South","Fossil Gas","1799.00"
"28/08/2026 10:45:00 - 28/08/2026 11:00:00","BZN|IT-South","Fossil Gas","1893.00"
"28/08/2026 11:00:00 - 28/08/2026 11:15:00","BZN|IT-South","Fossil Gas","1846.00"
"28/08/2026 11:15:00 - 28/08/2026 11:30:00","BZN|IT-South","Fossil Gas","1800.00"
"28/08/2026 11:30:00 - 28/08/2026 11:45:00","BZN|IT-South","Fossil Gas","1775.00"
"28/08/2026 11:45:00 - 28/08/2026 12:00:00","BZN|IT-South","Fossil Gas","1776.00"
"28/08/2026 12:00:00 - 28/08/2026 12:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 12:15:00 - 28/08/2026 12:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 12:30:00 - 28/08/2026 12:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 12:45:00 - 28/08/2026 13:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 13:00:00 - 28/08/2026 13:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 13:15:00 - 28/08/2026 13:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 13:30:00 - 28/08/2026 13:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 13:45:00 - 28/08/2026 14:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 14:00:00 - 28/08/2026 14:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 14:15:00 - 28/08/2026 14:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 14:30:00 - 28/08/2026 14:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 14:45:00 - 28/08/2026 15:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 15:00:00 - 28/08/2026 15:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 15:15:00 - 28/08/2026 15:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 15:30:00 - 28/08/2026 15:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 15:45:00 - 28/08/2026 16:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 16:00:00 - 28/08/2026 16:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 16:15:00 - 28/08/2026 16:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 16:30:00 - 28/08/2026 16:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 16:45:00 - 28/08/2026 17:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 17:00:00 - 28/08/2026 17:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 17:15:00 - 28/08/2026 17:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 17:30:00 - 28/08/2026 17:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 17:45:00 - 28/08/2026 18:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 18:00:00 - 28/08/2026 18:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 18:15:00 - 28/08/2026 18:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 18:30:00 - 28/08/2026 18:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 18:45:00 - 28/08/2026 19:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 19:00:00 - 28/08/2026 19:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 19:15:00 - 28/08/2026 19:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 19:30:00 - 28/08/2026 19:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 19:45:00 - 28/08/2026 20:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 20:00:00 - 28/08/2026 20:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 20:15:00 - 28/08/2026 20:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 20:30:00 - 28/08/2026 20:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 20:45:00 - 28/08/2026 21:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 21:00:00 - 28/08/2026 21:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 21:15:00 - 28/08/2026 21:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 21:30:00 - 28/08/2026 21:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 21:45:00 - 28/08/2026 22:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 22:00:00 - 28/08/2026 22:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 22:15:00 - 28/08/2026 22:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 22:30:00 - 28/08/2026 22:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 22:45:00 - 28/08/2026 23:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 23:00:00 - 28/08/2026 23:15:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 23:15:00 - 28/08/2026 23:30:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 23:30:00 - 28/08/2026 23:45:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 23:45:00 - 29/08/2026 00:00:00","BZN|IT-South","Fossil Gas","-"
"28/08/2026 00:00:00 - 28/08/2026 00:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 00:15:00 - 28/08/2026 00:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 00:30:00 - 28/08/2026 00:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 00:45:00 - 28/08/2026 01:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 01:00:00 - 28/08/2026 01:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 01:15:00 - 28/08/2026 01:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 01:30:00 - 28/08/2026 01:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 01:45:00 - 28/08/2026 02:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 02:00:00 - 28/08/2026 02:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 02:15:00 - 28/08/2026 02:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 02:30:00 - 28/08/2026 02:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 02:45:00 - 28/08/2026 03:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 03:00:00 - 28/08/2026 03:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 03:15:00 - 28/08/2026 03:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 03:30:00 - 28/08/2026 03:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 03:45:00 - 28/08/2026 04:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 04:00:00 - 28/08/2026 04:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 04:15:00 - 28/08/2026 04:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 04:30:00 - 28/08/2026 04:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 04:45:00 - 28/08/2026 05:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 05:00:00 - 28/08/2026 05:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 05:15:00 - 28/08/2026 05:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 05:30:00 - 28/08/2026 05:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 05:45:00 - 28/08/2026 06:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 06:00:00 - 28/08/2026 06:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 06:15:00 - 28/08/2026 06:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 06:30:00 - 28/08/2026 06:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 06:45:00 - 28/08/2026 07:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 07:00:00 - 28/08/2026 07:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 07:15:00 - 28/08/2026 07:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 07:30:00 - 28/08/2026 07:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 07:45:00 - 28/08/2026 08:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 08:00:00 - 28/08/2026 08:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 08:15:00 - 28/08/2026 08:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 08:30:00 - 28/08/2026 08:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 08:45:00 - 28/08/2026 09:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 09:00:00 - 28/08/2026 09:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 09:15:00 - 28/08/2026 09:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 09:30:00 - 28/08/2026 09:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 09:45:00 - 28/08/2026 10:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 10:00:00 - 28/08/2026 10:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 10:15:00 - 28/08/2026 10:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 10:30:00 - 28/08/2026 10:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 10:45:00 - 28/08/2026 11:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 11:00:00 - 28/08/2026 11:15:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 11:15:00 - 28/08/2026 11:30:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 11:30:00 - 28/08/2026 11:45:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 11:45:00 - 28/08/2026 12:00:00","BZN|IT-South","Fossil Hard coal"," "
"28/08/2026 12:00:00 - 28/08/2026 12:15:00","BZN|IT-South","Fossil Hard coal","-"
"28/08/2026 12:15:00 - 28/08/2026 12:30:00","BZN|IT-South","Fossil Hard coal","-"
"28/08/2026 12:30:00 - 28/08/2026 12:45:00","BZN|IT-South","Fossil Hard coal","-"
